num,X,Y,month,day,FFMC,DMC,temp,RH,wind,rain,area,passenger,country
697,8,5,apr,fri,,,23.4,29,4.9,0,0,654,Brazil
698,7,2,apr,fri,,,14.6,41,1.8,0,1.58,543,Brazil
699,3,2,apr,fri,,,20.7,31,2.7,0,0,464,Brazil
700,4,6,apr,sun,,,21.9,56,5.8,0,0,699,Brazil
701,7,3,jul,sun,,,17.4,67,4.9,0,3.78,450,Brazil
702,8,5,jul,sun,,,20.1,70,2.2,0,0,911,Brazil
703,3,5,jul,thu,,,17.7,47,6.3,0,4.41,861,Brazil
704,3,6,jun,fri,,,14.2,33,7.2,0,34.36,941,Brazil
705,4,3,jun,fri,,,20.3,26,4,0,7.21,53,Brazil
706,8,4,jun,sat,,,5.8,45,4,0,1.01,907,Brazil
707,6,5,may,mon,,,19.2,35,2.7,0,2.18,89,Brazil
708,3,5,sep,mon,,,18.3,50,1.8,0,4.42,938,Brazil
709,1,2,sep,tue,,,14.4,39,3.1,0,0,948,Brazil
710,5,2,sep,tue,,,23.9,39,3.1,0,0,958,Brazil
711,1,3,mar,tue,,,19.1,53,2.2,0,0,852,Brazil
712,5,6,mar,tue,,,12.4,39,1.8,0,0,116,Brazil
713,7,2,mar,tue,,,16.8,54,4,0,3.33,899,Brazil
714,3,6,mar,tue,,,20.8,44,3.1,0,6.58,675,Brazil
715,6,3,aug,wed,,,17.6,45,4.5,0,15.64,384,Brazil
716,8,2,aug,wed,,,11.5,66,2.2,0,11.22,104,Brazil
717,3,4,aug,thu,,,21,32,3.1,0,2.13,524,Brazil
718,6,4,sep,fri,,,13.3,32,5.4,0,0,917,Brazil
719,2,6,sep,fri,,,11.5,53,1.8,0,0,233,Brazil
720,2,5,sep,fri,,,11.7,45,2.2,0,0,728,Brazil
721,8,2,oct,fri,,,24.2,34,2.2,0,56.04,746,Brazil
722,2,6,mar,fri,,,24.6,46,2.2,0,7.48,442,Brazil
723,3,3,sep,sun,,,24.3,39,1.8,0,1.47,932,Brazil
724,6,2,oct,sun,,,24.6,42,2.2,0,3.93,619,Brazil
725,1,3,oct,sun,,,23.5,42,2.2,0,0,912,Brazil
726,7,3,feb,thu,,,5.8,60,1.8,0,0,584,Brazil
727,6,5,mar,fri,,,21.5,33,4.5,0,2.18,501,Brazil
728,6,6,mar,fri,,,13.9,28,4.9,0,6.1,566,Brazil
729,4,3,sep,sat,,,22.6,22,3.1,0,5.83,601,Brazil
730,7,6,mar,mon,,,21.6,25,2.2,0,28.19,335,Brazil
731,1,2,aug,mon,,,12.4,22,3.6,0,0,287,Brazil
732,5,5,sep,tue,,,8.8,36,4.5,0,0,581,Brazil
733,8,5,sep,tue,,,20.2,54,3.6,0,1.64,945,Brazil
734,3,2,jul,tue,,,15.1,15,3.6,0,3.71,740,Brazil
735,7,2,sep,tue,,,22.1,59,6.3,0,7.31,606,Brazil
736,2,4,sep,tue,,,22.9,38,3.6,0,2.03,79,Brazil
737,1,3,aug,tue,,,20.7,33,2.7,0,1.72,389,Brazil
738,8,4,aug,wed,,,19.6,54,2.2,0,5.97,797,Brazil
739,6,5,jul,wed,,,23.2,68,4.9,0,13.06,903,Brazil
740,4,2,aug,thu,,,18.4,37,4.9,0,1.26,910,Brazil
741,7,6,aug,fri,,,5.1,64,3.6,0,0,509,Brazil
742,2,5,mar,fri,,,20.1,34,2.7,0,0,752,Brazil
743,3,5,sep,fri,,,11,31,2.2,0,8.12,194,Brazil
744,5,2,aug,fri,,,17,37,2.2,0,1.09,343,Brazil
745,3,6,sep,fri,,,17,33,4,0,3.94,841,Brazil
746,3,6,jun,sun,,,16.9,26,3.1,0,0.52,719,Brazil
747,1,2,jul,sun,,,12.4,25,2.2,0,2.93,684,Brazil
748,8,2,jul,sun,,,19.4,96,2.7,0,5.65,280,Brazil
749,5,3,sep,thu,,,15.2,47,3.1,0,20.03,439,Brazil
750,3,4,sep,fri,,,16.2,46,5.4,0,1.75,427,Brazil
751,6,4,aug,fri,,,18.6,27,3.6,0,0,397,Brazil
752,5,4,sep,sat,,,11,27,4.9,0,12.64,315,Brazil
753,2,4,aug,mon,,,13.4,60,7.6,0,0,291,Brazil
754,7,3,aug,mon,,,15.4,73,7.6,0,11.06,950,Brazil
755,3,2,sep,tue,,,22.9,19,4,0,0,762,Brazil
756,7,5,oct,tue,,,16.1,27,0.9,0,0,549,Brazil
757,2,5,mar,tue,,,20.1,59,2.7,0,0,925,Brazil
758,6,2,mar,tue,,,28.3,49,4,0,18.3,561,Brazil
759,2,2,aug,tue,,,16.4,46,4.9,0,39.35,106,Brazil
760,2,5,aug,tue,,,26.4,79,2.2,0,0,655,Brazil
761,6,4,aug,wed,,,27.8,57,2.2,0,174.63,825,Brazil
762,4,6,sep,wed,,,18.7,39,5.8,0,0,847,Brazil
763,5,4,sep,thu,,,24.3,44,0.9,0,0,310,Brazil
764,8,6,sep,fri,,,17.7,34,7.2,0,7.73,187,Brazil
765,2,3,sep,fri,,,19.6,26,2.7,0,16.33,477,Brazil
766,3,6,aug,fri,,,8.2,43,1.8,0,5.86,257,Brazil
767,4,4,sep,fri,,,18,21,2.7,0,42.87,658,Brazil
768,7,4,sep,fri,,,14.6,27,4.5,0,12.18,508,Brazil
769,2,4,sep,sun,,,8.3,43,2.2,0,16,443,Brazil
770,8,2,mar,sun,,,11.4,36,5.4,0,24.59,189,Brazil
771,8,3,oct,sun,,,22.2,25,5.4,0,0,684,Brazil
772,6,4,mar,thu,,,24.1,41,3.1,0,28.74,399,Brazil
773,4,4,apr,fri,,,8,46,3.1,0,0,262,Brazil
774,6,5,sep,fri,,,13.1,40,6.3,0,9.96,310,Brazil
775,3,5,sep,sat,,,22.8,27,2.7,0,30.18,122,Brazil
776,3,3,jun,mon,,,17.8,75,4,0,70.76,228,Brazil
777,3,5,aug,mon,,,19.3,51,7.6,0,0,690,Brazil
778,6,4,aug,tue,,,17,20,1.8,0,0,248,Brazil
779,3,5,aug,tue,,,21.3,66,1.8,0,51.78,504,Brazil
780,7,5,sep,tue,,,26.4,73,4.9,0,3.64,888,Brazil
781,7,3,sep,tue,,,22.9,54,3.6,0,3.63,673,Brazil
782,7,4,sep,tue,,,15.1,38,3.1,0,0,529,Brazil
783,7,6,sep,tue,,,16.7,39,4.5,0,0,278,Brazil
784,8,6,sep,wed,,,15.9,70,4.5,0,8.16,592,Brazil
785,5,3,sep,wed,,,9.3,28,4,0,4.95,811,Brazil
786,6,5,sep,thu,,,18.3,40,4,0,0,692,Brazil
787,8,2,sep,fri,,,19.1,25,3.6,0,0,204,Brazil
788,6,4,sep,fri,,,21,36,2.2,0,6.04,160,Brazil
789,1,2,sep,fri,,,19.5,37,2.2,0,0,535,Brazil
790,1,6,oct,fri,,,23.7,38,4.9,0,3.95,966,Brazil
791,3,5,oct,fri,,,16.3,41,4,0,0,166,Brazil
792,3,3,oct,sun,,,19,46,3.1,0,7.8,239,Brazil
793,4,5,mar,sun,,,19.4,41,5.4,0,0,148,Brazil
794,7,2,jul,sun,,,30.2,44,2.7,0,0,840,Brazil
795,5,5,aug,thu,,,22.8,59,9.4,0,4.62,925,Brazil
796,8,2,aug,fri,,,25.4,40,4.5,0,1.63,381,Brazil
797,7,6,sep,fri,,,11.2,32,3.6,0,0,699,Brazil
798,8,5,sep,sat,,,20.6,84,4,0,0,116,Brazil
799,2,6,sep,mon,,,17.7,42,4.9,0,746.28,769,Brazil
800,3,2,sep,mon,,,21.2,39,3.1,0,7.02,488,Brazil
801,3,3,jul,tue,,,18.2,53,5.8,0,0,336,Brazil
802,4,5,mar,tue,,,21.7,54,5.4,0,2.44,584,Brazil
803,3,5,mar,tue,,,11.3,55,4,0,3.05,556,Brazil
804,1,5,sep,tue,,,17.8,24,4.5,0,185.76,197,Brazil
805,7,2,aug,tue,,,14.1,32,4.5,0,0,704,Brazil
806,6,2,aug,tue,,,23.3,53,3.6,0,6.3,389,Brazil
807,2,6,aug,wed,,,18.4,56,4,0,0.72,681,Brazil
808,1,4,aug,wed,,,16.6,35,3.6,0,4.96,888,Brazil
809,7,2,sep,thu,,,19.6,73,2.2,0,0,513,Brazil
810,8,6,sep,fri,,,12.9,53,2.2,0,0,188,Brazil
811,5,3,oct,fri,,,25.9,46,2.2,0,2.35,737,Brazil
812,5,3,feb,fri,,,14.7,58,5.8,0,0,699,Brazil
813,3,5,feb,fri,,,23,29,4,0,3.2,379,Brazil
814,1,5,mar,fri,,,11.8,64,3.6,0,0,457,Brazil
815,6,2,mar,sun,,,11,78,4,0,6.36,965,Brazil
816,6,5,aug,sun,,,20.8,58,6.7,0,0,953,Brazil
817,7,5,aug,sun,,,21.5,80,4.9,0,15.34,54,Brazil
818,6,5,aug,thu,,,20.4,70,3.6,0,0,330,Brazil
819,5,3,aug,fri,,,10.9,64,1.8,0,0,681,Brazil
820,6,4,sep,fri,,,14.8,78,1.3,0,0.54,276,Brazil
821,3,5,sep,sat,,,16.2,58,2.7,0,0,764,Brazil
822,4,6,sep,mon,,,17.3,80,4,0,6.43,986,Brazil
823,4,4,mar,mon,,,19.1,70,2.2,0,0.33,232,Brazil
824,5,2,mar,tue,,,8.9,35,3.6,0,0,929,Brazil
825,6,5,sep,tue,,,10.5,77,1.8,0,1.23,263,Brazil
826,3,3,mar,tue,,,19.3,61,3.1,0,3.35,769,Brazil
827,2,4,aug,tue,,,23.4,49,8,0,0,426,Brazil
828,1,6,sep,tue,,,11.8,88,3.6,0,9.96,932,Brazil
829,1,4,feb,tue,,,17.7,65,4.5,0,0,537,Brazil
830,2,4,feb,wed,,,17.4,54,2.2,0,0,391,Brazil
831,6,3,mar,wed,,,16.8,56,8,0,0,566,Brazil
832,5,6,aug,thu,,,17.9,48,4,0,0,702,Brazil
833,6,5,aug,fri,,,16.6,59,4.9,0,0,123,Brazil
834,1,6,aug,fri,,,19.9,50,5.4,0,6.43,187,Brazil
835,2,5,aug,fri,,,18.9,64,4.9,0,9.71,249,Brazil
836,5,2,aug,fri,,,15.5,72,4,0,0,574,Brazil
837,1,2,aug,fri,,,18.9,64,3.1,0,0,587,Brazil
838,5,3,aug,sun,,,18.9,64,3.1,0,0,367,Brazil
839,5,3,sep,sun,,,14.5,76,2.7,0,0,970,Brazil
840,8,3,sep,sun,,,4.6,82,2.7,0,0,520,Brazil
841,4,6,sep,thu,,,5.1,77,4,0,82.75,788,Brazil
842,2,3,sep,fri,,,4.6,59,4.9,0,3.32,755,Brazil
843,6,3,mar,fri,,,10.2,45,8,0,1.94,381,Brazil
844,5,3,aug,sat,,,11.2,41,4.9,0,0,363,Brazil
845,2,2,mar,mon,,,13.3,27,4.9,0,0,478,Brazil
846,5,2,aug,mon,,,13.7,33,7.6,0,3.71,392,Brazil
847,7,6,aug,tue,,,17.6,27,6.3,0,5.39,411,Brazil
848,2,3,aug,tue,,,18,40,5.4,0,2.14,890,Brazil
849,2,2,sep,tue,,,14.3,79,0.9,0,6.84,565,Brazil
850,4,3,feb,tue,,,24.5,50,5.8,0,3.18,527,Brazil
851,3,4,mar,tue,,,26.4,35,5.4,0,5.55,561,Brazil
852,7,4,aug,tue,,,22.7,40,3.6,0,6.61,478,Brazil
853,6,2,aug,wed,,,27.2,28,9.4,0,61.13,680,Brazil
854,2,6,aug,wed,,,26.1,45,5.8,0,0,361,Brazil
855,8,3,aug,thu,,,18.2,82,4,0,38.48,512,Brazil
856,1,3,aug,fri,,,22.6,57,4,0,1.94,213,Brazil
857,8,3,sep,fri,,,30.2,25,3.1,0,70.32,86,Brazil
858,4,5,jan,fri,,,30.2,22,0.9,0,0,134,Brazil
859,7,4,mar,fri,,,23.4,40,2.7,0,0,293,Brazil
860,4,2,mar,fri,,,31,27,3.1,0,0,981,Brazil
861,6,4,aug,sun,,,33.1,25,4.9,0,0,573,Brazil
862,3,4,sep,sun,,,30.6,28,3.1,0,0,232,Brazil
863,4,2,sep,sun,,,24.1,43,2.7,0,0,194,Brazil
864,1,6,mar,thu,,,26.4,34,5.8,0,0,841,Brazil
865,4,5,mar,fri,,,19.4,71,1.3,0,0,318,Brazil
866,3,6,sep,fri,,,20.6,58,3.1,0,0,746,Brazil
867,6,2,sep,sat,,,28.7,33,2.7,0,0.36,546,Brazil
868,2,3,mar,mon,,,32.4,21,2.2,0,0.43,722,Brazil
869,3,5,mar,mon,,,32.4,27,1.8,0,0.47,704,Brazil
870,7,5,mar,tue,,,27.5,29,4.5,0,0.55,228,Brazil
871,6,5,mar,tue,,,30.8,30,8.9,0,0.61,455,Brazil
872,4,2,mar,tue,,,23.9,42,5.4,0,0.71,933,Brazil
873,3,2,aug,tue,,,32.6,26,5.4,0,0.77,362,Brazil
874,6,6,aug,tue,,,32.3,27,4,0,0.9,777,Brazil
875,2,4,aug,tue,,,33.3,26,5.4,0,0.95,196,Brazil
876,7,2,sep,wed,,,27.3,63,3.6,0,0.96,928,Brazil
877,5,6,sep,wed,,,21.6,65,6.7,0,1.07,809,Brazil
878,8,3,sep,thu,,,21.6,65,4.5,0,1.12,420,Brazil
879,8,3,oct,fri,,,20.7,69,5.4,0,1.19,763,Brazil
880,7,5,mar,fri,,,29.2,30,2.2,0,1.36,600,Brazil
881,5,5,sep,fri,,,28.9,29,1.8,0,1.43,351,Brazil
882,3,2,oct,fri,,,26.7,35,4.9,0,1.46,650,Brazil
883,2,5,oct,fri,,,18.5,73,2.7,0,1.46,830,Brazil
884,8,5,feb,sun,,,25.9,41,1.3,0,1.56,185,Brazil
885,8,5,mar,sun,,,25.9,41,2.2,0,1.61,573,Brazil
886,5,3,mar,sun,,,21.1,71,3.6,0,1.63,61,Brazil
